|dates|Cumberland_Virginia_UnitedStates.BLS_EmployedPopulation.data|Cumberland_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Cumberland_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Cumberland_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Cumberland_Virginia_UnitedStates.BLS_UnemploymentRate.data|Cumberland_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Cumberland_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Cumberland_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-12-08|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-09|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-10|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-11|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-12|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-13|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-14|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-15|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-16|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-17|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-18|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-19|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-20|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-21|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-22|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-23|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-24|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-25|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-26|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-27|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-28|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-29|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-30|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2020-12-31|4210.0|0|255.0|0|5.711086226203808|0|4465.0|0
0|2021-01-01|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-02|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-03|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-04|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-05|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-06|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-07|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-08|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-09|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-10|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-11|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-12|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-13|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-14|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-15|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-16|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-17|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-18|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-19|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-20|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-21|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-22|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-23|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-24|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-25|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-26|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-27|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-28|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-29|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-30|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-01-31|4203.0|0|282.0|0|6.287625418060201|0|4485.0|0
0|2021-02-01|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-02|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-03|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-04|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-05|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-06|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-07|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-08|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-09|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-10|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-11|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-12|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-13|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-14|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-15|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-16|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-17|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-18|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-19|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-20|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-21|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-22|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-23|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-24|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-25|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-26|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-27|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-02-28|4213.0|0|272.0|0|6.064659977703456|0|4485.0|0
0|2021-03-01|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-02|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-03|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-04|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-05|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-06|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-07|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-08|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-09|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-10|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-11|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-12|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-13|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-14|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-15|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-16|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-17|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-18|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-19|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-20|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-21|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-22|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-23|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-24|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-25|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-26|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-27|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-28|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-29|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-30|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-03-31|4214.0|0|250.0|0|5.600358422939068|0|4464.0|0
0|2021-04-01|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-02|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-03|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-04|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-05|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-06|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-07|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-08|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-09|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-10|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-11|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-12|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-13|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-14|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-15|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-16|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-17|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-18|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-19|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-20|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-21|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-22|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-23|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-24|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-25|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-26|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-27|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-28|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-29|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-04-30|4264.0|0|200.0|0|4.480286738351254|0|4464.0|0
0|2021-05-01|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-02|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-03|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-04|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-05|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-06|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-07|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-08|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-09|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-10|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-11|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-12|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-13|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-14|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-15|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-16|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-17|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-18|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-19|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-20|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-21|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-22|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-23|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-24|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-25|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-26|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-27|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-28|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-29|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-30|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-05-31|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-01|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-02|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-03|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-04|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-05|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-06|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-07|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-08|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-09|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-10|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-11|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-12|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-13|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-14|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-15|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-16|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-17|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-18|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-19|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-20|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-21|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-22|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-23|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-24|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-25|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-26|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-27|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-28|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-29|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-06-30|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-01|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-02|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-03|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-04|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-05|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-06|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-07|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-08|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-09|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-10|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-11|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-12|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-13|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-14|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-15|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-16|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-17|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-18|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-19|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-20|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-21|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-22|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-23|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-24|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-25|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-26|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-27|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-28|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-29|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-30|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-07-31|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-01|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-02|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-03|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-04|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-05|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-06|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-07|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-08|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-09|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-10|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-11|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-12|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-13|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-14|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-15|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-16|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-17|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-18|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-19|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-20|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-21|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-22|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-23|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-24|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-25|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-26|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-27|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-28|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-29|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-30|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-08-31|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-01|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-02|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-03|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-04|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-05|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-06|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-07|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-08|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-09|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-10|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-11|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-12|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-13|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-14|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-15|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-16|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-17|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-18|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-19|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-20|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-21|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-22|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-23|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-24|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-25|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-26|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-27|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-28|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-29|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-09-30|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-01|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-02|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-03|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-04|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-05|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-06|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-07|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-08|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-09|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-10|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-11|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-12|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-13|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-14|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
0|2021-10-15|4275.0|0|200.0|0|4.4692737430167595|0|4475.0|0
