|dates|Coosa_Alabama_UnitedStates.BLS_EmployedPopulation.data|Coosa_Alabama_UnitedStates.BLS_EmployedPopulation.missing|Coosa_Alabama_UnitedStates.BLS_UnemployedPopulation.data|Coosa_Alabama_UnitedStates.BLS_UnemployedPopulation.missing|Coosa_Alabama_UnitedStates.BLS_UnemploymentRate.data|Coosa_Alabama_UnitedStates.BLS_UnemploymentRate.missing|Coosa_Alabama_UnitedStates.BLS_LaborForcePopulation.data|Coosa_Alabama_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-12-10|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-11|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-12|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-13|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-14|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-15|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-16|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-17|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-18|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-19|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-20|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-21|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-22|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-23|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-24|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-25|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-26|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-27|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-28|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-29|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-30|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2020-12-31|4242.0|0|142.0|0|3.239051094890511|0|4384.0|0
0|2021-01-01|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-02|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-03|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-04|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-05|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-06|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-07|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-08|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-09|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-10|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-11|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-12|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-13|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-14|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-15|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-16|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-17|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-18|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-19|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-20|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-21|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-22|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-23|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-24|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-25|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-26|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-27|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-28|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-29|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-30|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-01-31|4178.0|0|158.0|0|3.643911439114391|0|4336.0|0
0|2021-02-01|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-02|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-03|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-04|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-05|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-06|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-07|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-08|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-09|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-10|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-11|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-12|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-13|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-14|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-15|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-16|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-17|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-18|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-19|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-20|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-21|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-22|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-23|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-24|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-25|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-26|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-27|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-02-28|4216.0|0|138.0|0|3.1694993109784106|0|4354.0|0
0|2021-03-01|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-02|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-03|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-04|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-05|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-06|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-07|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-08|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-09|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-10|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-11|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-12|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-13|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-14|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-15|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-16|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-17|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-18|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-19|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-20|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-21|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-22|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-23|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-24|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-25|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-26|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-27|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-28|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-29|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-30|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-03-31|4211.0|0|131.0|0|3.0170428374021188|0|4342.0|0
0|2021-04-01|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-02|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-03|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-04|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-05|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-06|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-07|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-08|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-09|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-10|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-11|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-12|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-13|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-14|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-15|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-16|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-17|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-18|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-19|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-20|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-21|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-22|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-23|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-24|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-25|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-26|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-27|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-28|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-29|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-04-30|4035.0|0|112.0|0|2.700747528333735|0|4147.0|0
0|2021-05-01|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-02|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-03|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-04|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-05|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-06|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-07|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-08|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-09|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-10|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-11|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-12|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-13|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-14|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-15|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-16|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-17|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-18|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-19|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-20|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-21|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-22|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-23|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-24|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-25|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-26|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-27|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-28|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-29|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-30|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-05-31|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-01|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-02|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-03|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-04|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-05|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-06|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-07|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-08|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-09|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-10|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-11|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-12|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-13|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-14|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-15|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-16|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-17|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-18|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-19|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-20|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-21|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-22|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-23|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-24|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-25|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-26|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-27|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-28|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-29|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-06-30|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-01|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-02|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-03|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-04|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-05|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-06|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-07|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-08|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-09|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-10|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-11|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-12|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-13|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-14|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-15|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-16|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-17|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-18|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-19|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-20|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-21|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-22|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-23|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-24|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-25|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-26|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-27|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-28|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-29|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-30|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-07-31|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-01|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-02|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-03|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-04|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-05|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-06|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-07|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-08|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-09|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-10|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-11|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-12|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-13|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-14|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-15|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-16|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-17|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-18|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-19|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-20|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-21|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-22|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-23|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-24|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-25|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-26|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-27|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-28|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-29|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-30|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-08-31|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-01|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-02|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-03|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-04|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-05|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-06|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-07|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-08|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-09|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-10|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-11|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-12|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-13|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-14|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-15|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-16|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-17|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-18|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-19|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-20|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-21|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-22|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-23|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-24|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-25|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-26|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-27|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-28|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-29|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-09-30|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-01|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-02|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-03|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-04|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-05|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-06|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-07|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-08|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-09|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-10|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-11|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-12|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-13|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-14|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
0|2021-10-15|4087.0|0|109.0|0|2.5977121067683506|0|4196.0|0
