|dates|Vance_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Vance_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Vance_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Vance_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Vance_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Vance_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Vance_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Vance_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-12-02|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-03|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-04|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-05|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-06|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-07|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-08|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-09|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-10|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-11|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-12|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-13|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-14|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-15|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-16|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-17|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-18|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-19|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-20|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-21|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-22|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-23|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-24|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-25|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-26|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-27|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-28|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-29|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-30|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2020-12-31|15607.0|0|1625.0|0|9.43012999071495|0|17232.0|0
0|2021-01-01|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-02|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-03|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-04|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-05|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-06|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-07|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-08|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-09|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-10|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-11|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-12|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-13|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-14|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-15|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-16|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-17|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-18|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-19|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-20|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-21|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-22|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-23|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-24|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-25|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-26|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-27|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-28|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-29|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-30|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-01-31|15409.0|0|1567.0|0|9.230678605089539|0|16976.0|0
0|2021-02-01|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-02|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-03|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-04|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-05|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-06|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-07|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-08|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-09|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-10|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-11|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-12|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-13|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-14|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-15|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-16|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-17|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-18|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-19|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-20|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-21|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-22|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-23|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-24|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-25|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-26|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-27|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-02-28|15478.0|0|1532.0|0|9.006466784244562|0|17010.0|0
0|2021-03-01|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-02|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-03|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-04|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-05|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-06|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-07|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-08|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-09|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-10|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-11|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-12|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-13|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-14|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-15|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-16|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-17|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-18|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-19|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-20|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-21|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-22|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-23|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-24|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-25|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-26|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-27|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-28|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-29|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-30|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-03-31|15545.0|0|1274.0|0|7.574766632974612|0|16819.0|0
0|2021-04-01|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-02|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-03|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-04|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-05|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-06|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-07|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-08|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-09|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-10|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-11|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-12|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-13|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-14|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-15|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-16|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-17|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-18|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-19|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-20|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-21|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-22|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-23|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-24|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-25|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-26|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-27|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-28|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-29|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-04-30|15320.0|0|1201.0|0|7.269535742388475|0|16521.0|0
0|2021-05-01|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-02|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-03|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-04|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-05|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-06|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-07|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-08|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-09|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-10|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-11|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-12|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-13|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-14|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-15|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-16|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-17|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-18|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-19|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-20|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-21|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-22|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-23|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-24|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-25|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-26|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-27|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-28|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-29|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-30|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-05-31|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-01|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-02|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-03|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-04|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-05|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-06|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-07|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-08|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-09|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-10|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-11|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-12|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-13|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-14|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-15|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-16|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-17|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-18|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-19|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-20|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-21|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-22|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-23|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-24|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-25|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-26|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-27|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-28|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-29|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-06-30|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-01|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-02|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-03|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-04|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-05|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-06|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-07|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-08|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-09|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-10|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-11|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-12|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-13|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-14|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-15|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-16|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-17|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-18|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-19|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-20|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-21|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-22|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-23|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-24|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-25|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-26|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-27|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-28|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-29|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-30|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-07-31|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-01|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-02|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-03|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-04|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-05|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-06|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-07|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-08|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-09|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-10|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-11|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-12|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-13|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-14|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-15|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-16|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-17|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-18|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-19|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-20|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-21|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-22|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-23|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-24|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-25|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-26|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-27|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-28|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-29|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-30|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-08-31|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-01|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-02|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-03|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-04|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-05|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-06|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-07|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-08|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-09|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-10|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-11|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-12|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-13|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-14|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-15|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-16|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-17|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-18|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-19|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-20|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-21|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-22|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-23|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-24|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-25|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-26|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-27|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-28|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-29|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-09-30|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-01|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-02|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-03|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-04|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-05|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-06|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-07|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-08|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-09|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-10|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-11|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-12|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-13|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-14|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
0|2021-10-15|15291.0|0|1209.0|0|7.327272727272727|0|16500.0|0
