|dates|Hampden_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Hampden_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Hampden_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.data|Hampden_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.missing|Hampden_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Hampden_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Hampden_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Hampden_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-02-03|0.0|100|1210.0|0|0.0|100|0.0|100
0|2021-02-04|0.0|100|1215.0|0|0.0|100|0.0|100
0|2021-02-05|0.0|100|1221.0|0|0.0|100|0.0|100
0|2021-02-06|0.0|100|1227.0|0|0.0|100|0.0|100
0|2021-02-07|0.0|100|1232.0|0|0.0|100|0.0|100
0|2021-02-08|0.0|100|1238.0|0|0.0|100|0.0|100
0|2021-02-09|0.0|100|1244.0|0|0.0|100|0.0|100
0|2021-02-10|0.0|100|1253.0|0|0.0|100|0.0|100
0|2021-02-11|0.0|100|1259.0|0|0.0|100|0.0|100
0|2021-02-12|0.0|100|1266.0|0|0.0|100|0.0|100
0|2021-02-13|0.0|100|1269.0|0|0.0|100|0.0|100
0|2021-02-14|0.0|100|1274.0|0|0.0|100|0.0|100
0|2021-02-15|0.0|100|1278.0|0|0.0|100|0.0|100
0|2021-02-16|0.0|100|1282.0|0|0.0|100|0.0|100
0|2021-02-17|0.0|100|1286.0|0|0.0|100|0.0|100
0|2021-02-18|0.0|100|1292.0|0|0.0|100|0.0|100
0|2021-02-19|0.0|100|1298.0|0|0.0|100|0.0|100
0|2021-02-20|0.0|100|1301.0|0|0.0|100|0.0|100
0|2021-02-21|0.0|100|1305.0|0|0.0|100|0.0|100
0|2021-02-22|0.0|100|1308.0|0|0.0|100|0.0|100
0|2021-02-23|0.0|100|1311.0|0|0.0|100|0.0|100
0|2021-02-24|0.0|100|1316.0|0|0.0|100|0.0|100
0|2021-02-25|0.0|100|1320.0|0|0.0|100|0.0|100
0|2021-02-26|0.0|100|1322.0|0|0.0|100|0.0|100
0|2021-02-27|0.0|100|1328.0|0|0.0|100|0.0|100
0|2021-02-28|0.0|100|1332.0|0|0.0|100|0.0|100
0|2021-03-01|0.0|100|1332.0|0|0.0|100|0.0|100
0|2021-03-02|0.0|100|1340.0|0|0.0|100|0.0|100
0|2021-03-03|0.0|100|1347.0|0|0.0|100|0.0|100
0|2021-03-04|0.0|100|1351.0|0|0.0|100|0.0|100
0|2021-03-05|0.0|100|1357.0|0|0.0|100|0.0|100
0|2021-03-06|0.0|100|1365.0|0|0.0|100|0.0|100
0|2021-03-07|0.0|100|1371.0|0|0.0|100|0.0|100
0|2021-03-08|0.0|100|1372.0|0|0.0|100|0.0|100
0|2021-03-09|0.0|100|1372.0|0|0.0|100|0.0|100
0|2021-03-10|0.0|100|1379.0|0|0.0|100|0.0|100
0|2021-03-11|0.0|100|1386.0|0|0.0|100|0.0|100
0|2021-03-12|0.0|100|1388.0|0|0.0|100|0.0|100
0|2021-03-13|0.0|100|1393.0|0|0.0|100|0.0|100
0|2021-03-14|0.0|100|1395.0|0|0.0|100|0.0|100
0|2021-03-15|0.0|100|1396.0|0|0.0|100|0.0|100
0|2021-03-16|0.0|100|1397.0|0|0.0|100|0.0|100
0|2021-03-17|0.0|100|1405.0|0|0.0|100|0.0|100
0|2021-03-18|0.0|100|1407.0|0|0.0|100|0.0|100
0|2021-03-19|0.0|100|1412.0|0|0.0|100|0.0|100
0|2021-03-20|0.0|100|1414.0|0|0.0|100|0.0|100
0|2021-03-21|0.0|100|1417.0|0|0.0|100|0.0|100
0|2021-03-22|0.0|100|1419.0|0|0.0|100|0.0|100
0|2021-03-23|0.0|100|1422.0|0|0.0|100|0.0|100
0|2021-03-24|0.0|100|1427.0|0|0.0|100|0.0|100
0|2021-03-25|0.0|100|1433.0|0|0.0|100|0.0|100
0|2021-03-26|0.0|100|1434.0|0|0.0|100|0.0|100
0|2021-03-27|0.0|100|1436.0|0|0.0|100|0.0|100
0|2021-03-28|0.0|100|1440.0|0|0.0|100|0.0|100
0|2021-03-29|0.0|100|1441.0|0|0.0|100|0.0|100
0|2021-03-30|0.0|100|1443.0|0|0.0|100|0.0|100
0|2021-03-31|0.0|100|1446.0|0|0.0|100|0.0|100
0|2021-04-01|0.0|100|1446.0|0|0.0|100|0.0|100
0|2021-04-02|0.0|100|1453.0|0|0.0|100|0.0|100
0|2021-04-03|0.0|100|1455.0|0|0.0|100|0.0|100
0|2021-04-04|0.0|100|1455.0|0|0.0|100|0.0|100
0|2021-04-05|0.0|100|1458.0|0|0.0|100|0.0|100
0|2021-04-06|0.0|100|1459.0|0|0.0|100|0.0|100
0|2021-04-07|0.0|100|1461.0|0|0.0|100|0.0|100
0|2021-04-08|0.0|100|1465.0|0|0.0|100|0.0|100
0|2021-04-09|0.0|100|1467.0|0|0.0|100|0.0|100
0|2021-04-10|0.0|100|1467.0|0|0.0|100|0.0|100
0|2021-04-11|0.0|100|1468.0|0|0.0|100|0.0|100
0|2021-04-12|0.0|100|1469.0|0|0.0|100|0.0|100
0|2021-04-13|0.0|100|1471.0|0|0.0|100|0.0|100
0|2021-04-14|0.0|100|1472.0|0|0.0|100|0.0|100
0|2021-04-15|0.0|100|1474.0|0|0.0|100|0.0|100
0|2021-04-16|0.0|100|1476.0|0|0.0|100|0.0|100
0|2021-04-17|0.0|100|1479.0|0|0.0|100|0.0|100
0|2021-04-18|0.0|100|1480.0|0|0.0|100|0.0|100
0|2021-04-19|0.0|100|1481.0|0|0.0|100|0.0|100
0|2021-04-20|0.0|100|1482.0|0|0.0|100|0.0|100
0|2021-04-21|0.0|100|1483.0|0|0.0|100|0.0|100
0|2021-04-22|0.0|100|1484.0|0|0.0|100|0.0|100
0|2021-04-23|0.0|100|1485.0|0|0.0|100|0.0|100
0|2021-04-24|0.0|100|1485.0|0|0.0|100|0.0|100
0|2021-04-25|0.0|100|1487.0|0|0.0|100|0.0|100
0|2021-04-26|0.0|100|1487.0|0|0.0|100|0.0|100
0|2021-04-27|0.0|100|1487.0|0|0.0|100|0.0|100
0|2021-04-28|0.0|100|1489.0|0|0.0|100|0.0|100
0|2021-04-29|0.0|100|1490.0|0|0.0|100|0.0|100
0|2021-04-30|0.0|100|1495.0|0|0.0|100|0.0|100
0|2021-05-01|0.0|100|1496.0|0|0.0|100|0.0|100
0|2021-05-02|0.0|100|1496.0|0|0.0|100|0.0|100
0|2021-05-03|0.0|100|1497.0|0|0.0|100|0.0|100
0|2021-05-04|0.0|100|1497.0|0|0.0|100|0.0|100
0|2021-05-05|0.0|100|1498.0|0|0.0|100|0.0|100
0|2021-05-06|0.0|100|1497.0|0|0.0|100|0.0|100
0|2021-05-07|0.0|100|1496.0|0|0.0|100|0.0|100
0|2021-05-08|0.0|100|1498.0|0|0.0|100|0.0|100
0|2021-05-09|0.0|100|1498.0|0|0.0|100|0.0|100
0|2021-05-10|0.0|100|1500.0|0|0.0|100|0.0|100
0|2021-05-11|0.0|100|1500.0|0|0.0|100|0.0|100
0|2021-05-12|0.0|100|1504.0|0|0.0|100|0.0|100
0|2021-05-13|0.0|100|1504.0|0|0.0|100|0.0|100
0|2021-05-14|0.0|100|1506.0|0|0.0|100|0.0|100
0|2021-05-15|0.0|100|1507.0|0|0.0|100|0.0|100
0|2021-05-16|0.0|100|1510.0|0|0.0|100|0.0|100
0|2021-05-17|0.0|100|1507.0|0|0.0|100|0.0|100
0|2021-05-18|0.0|100|1508.0|0|0.0|100|0.0|100
0|2021-05-19|0.0|100|1511.0|0|0.0|100|0.0|100
0|2021-05-20|0.0|100|1513.0|0|0.0|100|0.0|100
0|2021-05-21|0.0|100|1514.0|0|0.0|100|0.0|100
0|2021-05-22|0.0|100|1514.0|0|0.0|100|0.0|100
0|2021-05-23|0.0|100|1515.0|0|0.0|100|0.0|100
0|2021-05-24|0.0|100|1515.0|0|0.0|100|0.0|100
0|2021-05-25|0.0|100|1516.0|0|0.0|100|0.0|100
0|2021-05-26|0.0|100|1517.0|0|0.0|100|0.0|100
0|2021-05-27|0.0|100|1520.0|0|0.0|100|0.0|100
0|2021-05-28|0.0|100|1521.0|0|0.0|100|0.0|100
0|2021-05-29|0.0|100|1524.0|0|0.0|100|0.0|100
0|2021-05-30|0.0|100|1526.0|0|0.0|100|0.0|100
0|2021-05-31|0.0|100|1526.0|0|0.0|100|0.0|100
0|2021-06-01|0.0|100|1525.0|0|0.0|100|0.0|100
0|2021-06-02|0.0|100|1526.0|0|0.0|100|0.0|100
0|2021-06-03|0.0|100|1526.0|0|0.0|100|0.0|100
0|2021-06-04|0.0|100|1528.0|0|0.0|100|0.0|100
0|2021-06-05|0.0|100|1529.0|0|0.0|100|0.0|100
0|2021-06-06|0.0|100|1530.0|0|0.0|100|0.0|100
0|2021-06-07|0.0|100|1530.0|0|0.0|100|0.0|100
0|2021-06-08|0.0|100|1531.0|0|0.0|100|0.0|100
0|2021-06-09|0.0|100|1532.0|0|0.0|100|0.0|100
0|2021-06-10|0.0|100|1532.0|0|0.0|100|0.0|100
0|2021-06-11|0.0|100|1534.0|0|0.0|100|0.0|100
0|2021-06-12|0.0|100|1534.0|0|0.0|100|0.0|100
0|2021-06-13|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-14|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-15|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-16|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-17|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-18|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-19|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-20|0.0|100|1535.0|0|0.0|100|0.0|100
0|2021-06-21|0.0|100|1536.0|0|0.0|100|0.0|100
0|2021-06-22|0.0|100|1536.0|0|0.0|100|0.0|100
0|2021-06-23|0.0|100|1536.0|0|0.0|100|0.0|100
0|2021-06-24|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-06-25|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-06-26|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-06-27|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-06-28|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-06-29|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-06-30|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-07-01|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-07-02|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-07-03|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-07-04|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-07-05|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-07-06|0.0|100|1537.0|0|0.0|100|0.0|100
0|2021-07-07|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-08|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-09|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-10|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-11|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-12|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-13|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-14|0.0|100|1538.0|0|0.0|100|0.0|100
0|2021-07-15|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-16|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-17|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-18|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-19|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-20|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-21|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-22|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-23|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-24|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-25|0.0|100|1539.0|0|0.0|100|0.0|100
0|2021-07-26|0.0|100|1540.0|0|0.0|100|0.0|100
0|2021-07-27|0.0|100|1541.0|0|0.0|100|0.0|100
0|2021-07-28|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-07-29|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-07-30|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-07-31|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-08-01|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-08-02|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-08-03|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-08-04|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-08-05|0.0|100|1542.0|0|0.0|100|0.0|100
0|2021-08-06|0.0|100|1543.0|0|0.0|100|0.0|100
0|2021-08-07|0.0|100|1543.0|0|0.0|100|0.0|100
0|2021-08-08|0.0|100|1543.0|0|0.0|100|0.0|100
0|2021-08-09|0.0|100|1544.0|0|0.0|100|0.0|100
0|2021-08-10|0.0|100|1547.0|0|0.0|100|0.0|100
0|2021-08-11|0.0|100|1548.0|0|0.0|100|0.0|100
0|2021-08-12|0.0|100|1548.0|0|0.0|100|0.0|100
0|2021-08-13|0.0|100|1549.0|0|0.0|100|0.0|100
0|2021-08-14|0.0|100|1549.0|0|0.0|100|0.0|100
0|2021-08-15|0.0|100|1549.0|0|0.0|100|0.0|100
0|2021-08-16|0.0|100|1549.0|0|0.0|100|0.0|100
0|2021-08-17|0.0|100|1549.0|0|0.0|100|0.0|100
0|2021-08-18|0.0|100|1550.0|0|0.0|100|0.0|100
0|2021-08-19|0.0|100|1551.0|0|0.0|100|0.0|100
0|2021-08-20|0.0|100|1551.0|0|0.0|100|0.0|100
0|2021-08-21|0.0|100|1551.0|0|0.0|100|0.0|100
0|2021-08-22|0.0|100|1551.0|0|0.0|100|0.0|100
0|2021-08-23|0.0|100|1552.0|0|0.0|100|0.0|100
0|2021-08-24|0.0|100|1553.0|0|0.0|100|0.0|100
0|2021-08-25|0.0|100|1553.0|0|0.0|100|0.0|100
0|2021-08-26|0.0|100|1553.0|0|0.0|100|0.0|100
0|2021-08-27|0.0|100|1555.0|0|0.0|100|0.0|100
0|2021-08-28|0.0|100|1555.0|0|0.0|100|0.0|100
0|2021-08-29|0.0|100|1555.0|0|0.0|100|0.0|100
0|2021-08-30|0.0|100|1560.0|0|0.0|100|0.0|100
0|2021-08-31|0.0|100|1562.0|0|0.0|100|0.0|100
0|2021-09-01|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-02|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-03|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-04|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-05|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-06|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-07|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-08|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-09|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-10|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-11|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-12|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-13|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-14|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-15|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-16|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-17|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-18|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-19|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-20|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-21|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-22|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-23|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-24|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-25|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-26|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-27|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-28|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-29|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-09-30|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-01|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-02|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-03|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-04|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-05|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-06|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-07|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-08|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-09|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-10|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-11|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-12|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-13|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-14|0.0|100|0.0|100|0.0|100|0.0|100
0|2021-10-15|0.0|100|0.0|100|0.0|100|0.0|100
